32,-10,54,270
32,-25,51,353
32,-25,51,376
32,-25,58,351
32,-11,76,296
32,-7,82,281
32,6,102,238
32,7,92,224
32,9,95,217
32,11,108,222
32,17,110,195
32,25,145,193
32,28,159,190
30,35,142,124
32,24,135,187
32,22,165,224
32,28,142,176
32,5,103,247
32,-17,78,324
32,-23,58,334
32,-19,83,340
32,-2,91,267
32,11,110,224
32,29,137,164
25,35,197,155
19,35,236,162
26,35,251,210
32,15,149,243
32,-7,114,315
32,-25,60,391
32,-25,58,422
32,-25,77,419
32,-22,95,368
32,-11,133,351
32,-1,149,322
32,1,158,321
32,-4,151,335
32,5,145,287
32,0,155,321
32,0,126,291
32,25,235,283
31,35,257,242
32,32,260,274
32,28,237,272
32,16,212,303
32,-11,163,381
32,-25,86,499
32,-25,59,603
32,-25,69,603
32,-25,71,594
32,-25,63,579
32,-25,75,536
32,-25,68,531
32,-25,90,508
32,-25,90,494
32,-25,101,497
32,-25,135,487
32,-25,147,452
32,-25,131,448
32,-17,167,414
32,-13,172,400
32,-9,172,382
32,-10,168,382
32,-8,174,379
32,9,212,335
32,7,204,339
32,19,238,313
32,18,243,322
32,19,257,332
32,30,280,303
32,30,278,301
31,35,301,287
32,29,282,311
32,14,260,358
32,-12,161,384
32,-25,136,456
32,-25,134,465
32,-25,167,479
32,-22,176,446
32,-14,180,411
32,8,225,355
32,9,223,345
32,8,228,356
32,14,228,328
32,17,219,306
32,26,233,277
32,20,198,269
30,35,264,242
29,35,256,233
25,35,277,234
32,29,248,276
32,9,211,335
32,-3,178,358
32,-24,106,388
32,-25,82,400
32,-25,66,369
32,-16,103,343
32,-9,131,340
32,6,146,282
32,25,177,224
32,30,189,210
32,35,222,210
32,35,223,212
32,33,222,232
32,11,169,283
32,-1,163,332
32,-11,138,355
32,-21,109,377
32,-17,90,337
32,-8,93,297
32,8,127,255
32,15,134,229
32,17,119,204
32,22,107,170
32,35,141,140
22,35,185,125
16,35,179,89
23,35,183,130
32,31,95,113
32,18,84,164
32,-5,55,247
32,-1,52,225
32,-17,55,303
32,-14,56,291
32,7,57,188
32,10,63,180
32,24,74,127
32,32,74,90
32,35,81,73
29,35,85,61
29,35,87,61
30,35,78,57
32,18,59,138
32,0,52,220
32,-17,51,296
32,-20,49,312
32,-21,47,314
32,-12,49,272
32,-3,51,229
32,11,52,164
32,17,51,134
32,29,55,84
32,35,55,54
32,35,54,51
32,35,52,50
32,35,55,51
32,35,52,49
32,33,48,55
32,19,46,120
32,12,45,154
32,7,45,179
32,0,44,211
32,-3,45,224
32,-1,46,218
32,4,45,192
32,5,46,190
32,13,47,151
32,26,50,91
32,34,55,60
31,35,64,51
32,35,56,48
27,35,83,50
32,35,52,48
32,35,51,49
32,34,48,53
32,33,47,55
32,32,47,61
32,29,46,74
32,24,44,94
32,14,45,143
32,24,44,95
32,33,45,55
32,32,44,56
32,33,44,52
32,31,45,62
32,30,44,68
32,33,44,51
32,34,44,50
32,28,44,75
32,28,44,77
32,28,42,76
32,31,42,60
32,33,42,51
32,33,43,50
32,34,44,49
32,33,45,55
32,33,45,55
32,34,45,48
32,35,47,48
32,35,48,45
32,35,52,45
26,35,81,43
7,35,180,44
-11,35,272,44
-23,35,415,43
-23,35,468,42
-23,35,455,43
-23,35,352,43
-19,35,319,45
-11,35,276,48
0,35,215,48
9,35,182,57
14,35,163,61
24,35,130,81
32,34,112,114
32,35,141,138
7,35,207,73
-11,35,296,67
-23,35,450,59
-23,35,538,53
-23,35,549,50
-23,35,399,53
-23,35,399,102
-16,35,438,181
-3,35,488,296
16,35,446,360
28,35,429,398
23,35,449,394
-8,35,584,371
-14,35,574,331
-17,35,536,272
-23,35,784,287
-23,35,841,316
-23,35,850,342
-23,35,837,326
-23,35,723,291
-23,35,665,229
-23,35,694,200
-23,35,716,163
-23,35,736,126
-23,35,715,101
-23,35,705,56
-23,35,737,54
-23,35,698,46
-23,35,696,47
-23,35,729,49
-23,35,700,46
-23,35,700,44
-23,35,686,44
-23,35,701,45
-23,35,688,44
-23,35,725,45
-23,35,716,45
-23,35,691,46
-23,35,710,44
-23,35,692,43
-23,35,697,43
-23,35,686,42
-23,35,696,42
-23,35,706,41
-23,35,703,42
-23,35,687,42
-23,35,662,42
-23,35,673,42
-23,35,644,42
-23,35,666,42
-23,35,651,42
-23,35,680,42
-23,35,679,42
-23,35,662,43
-23,35,659,42
-23,35,655,42
-23,35,673,42
-23,35,688,42
-23,35,666,42
-23,35,675,42
-23,35,676,42
-23,35,679,43
-23,35,659,42
-23,35,657,43
-23,35,662,43
-23,35,663,42
-23,35,634,43
-23,35,637,42
-23,35,687,43
-23,35,678,43
-23,35,665,43
-23,35,688,44
-23,35,671,45
-23,35,658,43
-23,35,686,43
-23,35,666,43
-23,35,677,42
-23,35,670,41
-23,35,638,42
-23,35,618,41
-23,35,607,42
-23,35,642,43
-23,35,694,41
-23,35,693,41
-23,35,689,41
-23,35,688,42
-23,35,665,42
-23,35,674,42
-23,35,656,42
-23,35,650,41
-23,35,665,41
-23,35,645,42
-23,35,653,41
-23,35,663,41
-23,35,662,42
-23,35,677,42
-23,35,677,42
-23,35,673,42
-23,35,674,43
-23,35,675,43
-23,35,649,43
-23,35,671,44
-23,35,685,43
-23,35,696,43
-23,35,687,43
-23,35,697,43
-23,35,713,44
-23,35,655,45
-23,35,647,45
-23,35,670,45
-23,35,712,44
-23,35,717,44
-23,35,694,46
-23,35,693,43
-23,35,697,45
-23,35,681,44
-23,35,663,44
-23,35,637,44
-23,35,664,44
-23,35,680,44
-23,35,671,44
-23,35,677,43
-23,35,697,44
-23,35,663,43
-23,35,647,44
-23,35,638,43
-23,35,632,44
-23,35,616,44
-23,35,581,45
-23,35,551,47
-23,35,527,47
-23,35,496,45
-23,35,473,47
-23,35,448,47
-23,35,426,47
-23,35,401,46
-23,35,340,47
-18,35,313,47
-15,35,293,47
-9,35,267,48
0,35,221,48
2,35,208,49
7,35,184,52
13,35,158,55
20,35,147,78
31,35,119,102
32,25,96,141
32,13,61,163
32,15,62,156
32,29,60,89
32,35,116,108
16,35,184,98
-2,35,241,54
0,35,230,52
0,35,217,51
10,35,173,54
22,35,117,60
29,35,85,61
32,33,65,73
32,32,76,91
30,35,86,64
27,35,107,72
6,35,192,55
1,35,223,62
-5,35,258,57
0,35,236,57
-6,35,262,56
-8,35,307,90
-6,35,289,82
23,35,188,135
32,34,155,161
32,18,117,196
32,17,120,204
32,21,107,173
32,33,130,139
24,35,168,121
9,35,196,71
9,35,179,54
7,35,187,51
9,35,175,51
7,35,189,53
19,35,125,53
26,35,93,56
19,35,122,51
29,35,78,53
28,35,80,53
27,35,89,53
21,35,118,57
24,35,99,53
23,35,112,57
28,35,92,61
28,35,118,88
32,30,62,84
32,34,72,76
19,35,146,75
16,35,153,67
10,35,181,61
5,35,203,60
